id,battery_voltage,current,soc,timestamp
0x12304002,52.400000000000006,0.0,31.0,2025-08-08 12:47:40
0x12314002,3281,3277,4,15,2025-08-08 12:47:40
0x12324002,27,2,26,1,2025-08-08 12:47:41
0x12334002,0,1,1,3,13666,2025-08-08 12:47:42
0x12304002,52.400000000000006,0.0,31.0,2025-08-08 12:48:32
0x12314002,3281,3278,4,3,2025-08-08 12:48:33
0x12324002,27,2,26,1,2025-08-08 12:48:34
0x12334002,0,1,1,3,13665,2025-08-08 12:48:34
