Timestamp,CurrentRPM,RotaryCurrentRPM,CurrentDirection,FeedbackRPM_Left,FeedbackRPM_Right,LeftBtn,RightBtn,ModeSwitch,DirectionBtn,RotarySwitch,SafetyPin,IsSafeStop,Mode
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,0,0,1,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:30,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:31,35,0,2,0,0,0,0,0,1,1,1,True,0
2025-09-18 11:59:32,35,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:32,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,0,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:33,229,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,229,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,229,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,310,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,310,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,310,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,310,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,362,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,362,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,362,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,377,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,377,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,377,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,377,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,378,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,378,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,378,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,405,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,405,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,405,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:34,405,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,466,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,466,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,466,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,506,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,506,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,506,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,506,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,515,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,515,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,515,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,523,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,523,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,523,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,523,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,553,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,553,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,553,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,581,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,581,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:35,581,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,581,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,610,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,610,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,610,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,673,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,673,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,673,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,673,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,788,0,2,0,0,0,0,1,1,1,1,True,0
2025-09-18 11:59:36,788,0,2,0,0,0,0,1,1,1,1,True,0
