Timestamp,CurrentRPM,RotaryCurrentRPM,CurrentDirection,FeedbackRPM_Left,FeedbackRPM_Right,LeftBtn,RightBtn,ModeSwitch,DirectionBtn,RotarySwitch,SafetyPin,IsSafeStop,Mode,BatteryVoltage,Current,SOC,MaxVoltage,MaxCells,MinVoltage,MinCells,MaxTemp,MaxTempCell,MinTemp,MinTempCell,ChargeDisStatus,ChargeMOSStatus,DisMOSStatus,BMSLife,ResidualCapacity
2025-10-01 12:57:12,638.45,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,0.0,0.0,0.0,,,,,,,,,,,,,
2025-10-01 12:57:31,624.15,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,0.0,0.0,0.0,,,,,,,,,,,,,
2025-10-01 12:58:44,615.75,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,39.22499999999999,-0.375,36.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:46,613.9,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:49,613.15,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:51,614.5,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:53,618.15,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:55,616.25,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:57,619.7,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:58:59,619.0,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:59:01,618.7,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:59:03,649.8,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:59:05,732.35,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.299999999999976,-0.5,48.0,3.275,4,3.27,14,25,1,25,1,2,1,1,92,21283
2025-10-01 12:59:13,692.2,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,49.59000000000002,-0.475,45.6,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:15,674.4,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:17,652.75,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:19,643.45,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:21,615.6,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:23,613.45,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:25,614.75,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
2025-10-01 12:59:27,613.8,0.0,2,0.0,0.0,0,0,1,1,1,1,False,0,52.200000000000024,-0.5,48.0,3.27,4,3.263,14,25,1,25,1,2,1,1,92,21258
