Timestamp,CurrentRPM,RotaryCurrentRPM,CurrentDirection,FeedbackRPM_Left,FeedbackRPM_Right,LeftBtn,RightBtn,ModeSwitch,DirectionBtn,RotarySwitch,SafetyPin,IsSafeStop,Mode,BatteryVoltage,Current,SOC,MaxVoltage,MaxCells,MinVoltage,MinCells,MaxTemp,MaxTempCell,MinTemp,MinTempCell,ChargeDisStatus,ChargeMOSStatus,DisMOSStatus,BMSLife,ResidualCapacity
2025-09-29 14:08:12,982.0,0.0,1,0.0,0.0,0,0,1,0,0,0,True,0,52.89999999999999,-0.5,73.5,3.313,16,3.309,3,24,1,24,1,2,1,1,92,32786
2025-09-29 14:08:14,989.25,0.0,1,0.0,0.0,0,0,1,0,0,0,True,0,52.89999999999999,-0.5,73.5,3.3120000000000003,16,3.3080000000000003,2,24,1,24,1,2,1,1,92,32786
2025-09-29 14:08:16,993.0,0.0,1,0.0,208.95,0,0,1,0,0,0,True,0,52.86999999999998,-0.5299999999999999,73.5,3.3120000000000003,16,3.3080000000000003,2,24,1,24,1,2,1,1,92,32786
2025-09-29 14:08:18,991.85,0.0,1,49.55,1006.15,0,0,1,0,0,0,True,0,52.799999999999976,-0.5999999999999999,73.5,3.3120000000000003,16,3.3080000000000003,2,24,1,24,1,2,1,1,92,32784
2025-09-29 14:08:20,988.75,0.0,1,987.85,993.65,0,0,1,0,0,0,True,0,52.799999999999976,-0.5999999999999999,73.5,3.307,5,3.2880000000000003,9,24,1,24,1,2,1,1,92,32784
2025-09-29 14:08:22,986.65,0.0,1,997.2,987.3,0,0,1,0,0,0,True,0,52.73000000000002,-3.2599999999999993,73.5,3.307,5,3.2880000000000003,9,24,1,24,1,2,1,1,92,32780
2025-09-29 14:08:24,985.05,0.0,1,980.1,986.0,0,0,1,0,0,0,True,0,52.700000000000024,-4.349999999999999,73.5,3.301,9,3.2920000000000003,15,24,1,24,1,2,1,1,92,32777
2025-09-29 14:08:26,983.5,0.0,1,980.0,984.0,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,9,3.2920000000000003,15,24,1,24,1,2,1,1,92,32776
2025-09-29 14:08:28,986.7,0.0,1,980.0,989.3,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,9,3.2920000000000003,15,24,1,24,1,2,1,1,92,32776
2025-09-29 14:08:30,989.2,0.0,1,986.15,982.4,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,9,3.2920000000000003,15,24,1,24,1,2,1,1,92,32772
2025-09-29 14:08:32,989.5,0.0,1,992.1,986.6,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32772
2025-09-29 14:08:34,986.3,0.0,1,996.05,984.8,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32765
2025-09-29 14:08:36,983.35,0.0,1,988.45,988.55,0,0,1,0,0,0,True,0,52.700000000000024,-4.299999999999999,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32763
2025-09-29 14:08:38,981.8,0.0,1,990.7,994.2,0,0,1,0,0,0,True,0,52.670000000000016,-4.27,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32760
2025-09-29 14:08:40,983.85,0.0,1,986.15,981.75,0,0,1,0,0,0,True,0,52.61500000000002,-4.200000000000001,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32760
2025-09-29 14:08:42,733.75,0.0,1,976.75,984.0,0,0,1,0,0,0,True,0,52.62000000000002,-4.200000000000001,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32760
2025-09-29 14:08:44,558.9,0.0,1,974.0,984.0,0,0,1,0,0,0,True,0,52.60000000000001,-4.200000000000001,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32760
2025-09-29 14:08:46,324.3,0.0,1,974.0,987.05,0,0,1,0,0,0,True,0,52.60000000000001,-4.200000000000001,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32752
2025-09-29 14:08:48,201.45,0.0,1,974.0,599.4,0,0,1,0,0,0,True,0,52.68000000000002,-3.6399999999999997,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32752
2025-09-29 14:08:50,188.9,0.0,1,442.2,478.2,0,0,1,0,0,0,True,0,52.700000000000024,-2.85,73.5,3.301,11,3.29,7,24,1,24,1,2,1,1,92,32749
