Timestamp,CurrentRPM,RotaryCurrentRPM,rotary_feedbackRPM,CurrentDirection,FeedbackRPM_Left,FeedbackRPM_Right,LeftBtn,RightBtn,Seafty_switch,DirectionBtn,temp_sesnor_1,temp_sesnor_2,temp_sesnor_3,Mode,BMS1_BatteryVoltage,BMS1_Current,BMS1_SOH,BMS1_Cycles,BMS1_Capacity,BMS1_MOSFET_Temperature,BMS2_BatteryVoltage,BMS2_Current,BMS2_SOH,BMS2_Cycles,BMS2_Capacity,BMS2_MOsSFET_Temperature
2025-10-15 12:18:16.258,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:16.509,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:16.760,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:17.010,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:17.261,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:17.515,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:17.767,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:18.018,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:18.269,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:18.520,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:18.771,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:19.023,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:19.273,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:19.524,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:19.775,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:20.026,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:20.277,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:20.527,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:20.778,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:21.029,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:21.279,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:21.530,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:21.781,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:22.032,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:22.282,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:22.533,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:22.784,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:23.035,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:23.287,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:23.537,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:29.761,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:30.011,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:30.262,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:30.512,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:30.763,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:31.014,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:31.264,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:31.515,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:31.767,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15 12:18:32.021,0.0,0.0,0.0,2,0.0,0.0,0,0,1,1,27.75,27.12,27.44,0,0,0,0,0,0,0,0,0,0,0,0,0
